;Class.;Jogador;Nação;Pos.;Equipe;Idade;Nascimento;90s;CrtsA;CrtV;2CrdY;Fts;FltsP;Desativado;Crz;Crts;TklW;Pênaltis convertidos;PKcon;OG;Recuperação;GanhosAereos;PerdasAereos;Ganhos%;Goleiro;Atacante;Lateral;Zagueiro;Tipo
148;149;Víctor Cuesta;ar ARG;ZG;Botafogo (RJ);33;1988;26.6;8;0;0;27;9;1;7;55;28;0.0;0.0;0;148.0;66.0;26.0;71.7;0;0;0;1;Defesa
149;150;Andrés D'Alessandro;ar ARG;AT;Internacional;41;1981;0.8;1;0;0;0;1;0;3;0;0;0.0;0.0;0;4.0;0.0;2.0;0.0;0;1;0;0;Ataque
150;151;Adailson Dadá;br BRA;LTAT;Goiás;25;1997;27.3;8;0;0;50;67;3;102;14;22;0.0;0.0;0;130.0;7.0;25.0;21.9;0;1;1;0;Ataque
151;152;Daniel;br BRA;G;Internacional;28;1994;23.0;5;0;0;0;6;0;0;1;0;0.0;0.0;0;9.0;1.0;1.0;50.0;1;0;0;0;Defesa
152;153;Danilo;br BRA;ZG;Goiás;25;1997;2.6;0;0;0;3;1;0;0;2;0;0.0;0.0;0;6.0;4.0;4.0;50.0;0;0;0;1;Defesa
153;154;Danilo;br BRA;LT;Palmeiras;21;2001;28.5;5;1;0;43;20;1;16;25;37;0.0;1.0;0;176.0;20.0;28.0;41.7;0;0;1;0;Defesa
154;155;David;br BRA;AT;Internacional;27;1995;9.1;1;0;0;21;16;7;12;0;6;0.0;0.0;0;25.0;14.0;32.0;30.4;0;1;0;0;Ataque
155;156;Giorgian De Arrascaeta;uy URU;LT;Flamengo;28;1994;16.4;1;0;0;9;48;2;132;5;23;1.0;0.0;0;74.0;13.0;17.0;43.3;0;0;1;0;Defesa
156;157;Romildo Del Piage;br BRA;LT;Botafogo (RJ);22;2000;5.7;3;0;0;16;14;0;5;7;13;1.0;0.0;0;27.0;6.0;5.0;54.5;0;0;1;0;Defesa
157;158;Denilson;br BRA;LT;Cuiabá;21;2001;5.8;3;0;0;15;13;0;1;7;11;0.0;0.0;0;40.0;3.0;4.0;42.9;0;0;1;0;Defesa
158;159;Dentinho;br BRA;AT;Ceará;33;1989;0.6;0;0;0;5;0;1;2;0;1;0.0;0.0;0;4.0;1.0;2.0;33.3;0;1;0;0;Ataque
159;160;Dentinho;br BRA;ATLT;Avaí;25;1997;3.2;4;0;0;6;11;0;7;3;3;1.0;0.0;0;16.0;2.0;6.0;25.0;0;1;1;0;Ataque
160;161;Valentín Depietri;ar ARG;ATLT;Fortaleza;22;2000;2.6;0;0;0;7;2;0;13;2;2;0.0;0.0;0;16.0;4.0;3.0;57.1;0;1;1;0;Ataque
161;162;Deyverson;br BRA;AT;Cuiabá;31;1991;12.3;3;0;0;10;25;11;10;4;3;0.0;0.0;0;37.0;65.0;56.0;53.7;0;1;0;0;Ataque
162;163;Luan Dias;br BRA;LT;Goiás;25;1997;8.1;7;0;0;20;15;1;19;8;11;0.0;0.0;0;45.0;5.0;4.0;55.6;0;0;1;0;Defesa
163;164;Matheus Dias;br BRA;LT;Internacional;25;1997;0.3;0;0;0;0;0;0;0;0;1;;;0;;;;;0;0;1;0;Defesa
164;165;Juan Díaz;co COL;LT;Coritiba;21;2001;0.5;0;0;0;1;1;0;0;0;2;0.0;0.0;0;2.0;2.0;0.0;100.0;0;0;1;0;Defesa
165;166;Diego;br BRA;LTZG;Ceará;34;1988;2.3;1;0;0;4;6;0;8;7;0;0.0;0.0;0;11.0;4.0;0.0;100.0;0;0;1;1;Defesa
166;167;Diego;br BRA;G;Atl Goianiense;24;1998;1.0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;1.0;0.0;0.0;;1;0;0;0;Defesa
167;168;Diego;br BRA;ZG;São Paulo;23;1999;19.1;7;0;0;36;8;0;6;24;25;0.0;1.0;0;68.0;47.0;33.0;58.8;0;0;0;1;Defesa
168;169;Diego;br BRA;LT;Flamengo;37;1985;9.2;3;0;0;19;19;1;5;8;15;0.0;1.0;0;60.0;6.0;6.0;50.0;0;0;1;0;Defesa
169;170;Diego;br BRA;G;Botafogo (RJ);24;1998;2.0;1;0;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;;1;0;0;0;Defesa
170;171;Dieguinho;br BRA;LTZG;Goiás;27;1995;30.6;4;0;0;32;72;1;85;34;38;1.0;0.0;0;195.0;27.0;25.0;51.9;0;0;1;1;Defesa
171;172;Dodô;br BRA;ZG;Atlético Mineiro;30;1992;8.3;2;0;0;8;5;1;29;11;9;0.0;0.0;0;28.0;9.0;9.0;50.0;0;0;0;1;Defesa
172;173;Matheus Donelli;br BRA;G;Corinthians;20;2002;2.0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;1.0;0.0;0.0;;1;0;0;0;Defesa
173;174;Renan dos Santos;br BRA;G;Atl Goianiense;33;1989;15.0;2;0;0;0;3;0;0;0;0;0.0;0.0;0;4.0;4.0;0.0;100.0;1;0;0;0;Defesa
174;175;Rodrigo Dourado;br BRA;LT;Internacional;28;1994;5.0;2;0;0;9;4;0;0;7;6;0.0;0.0;0;24.0;10.0;5.0;66.7;0;0;1;0;Defesa
175;176;David Duarte;br BRA;ZG;Fluminense;27;1995;0.9;2;0;0;2;0;0;0;4;1;0.0;0.0;0;7.0;8.0;0.0;100.0;0;0;0;1;Defesa
176;177;Dudu;br BRA;AT;Palmeiras;30;1992;29.5;2;0;0;15;59;6;71;24;7;0.0;0.0;0;143.0;7.0;25.0;21.9;0;1;0;0;Ataque
177;178;Pablo Dyego;br BRA;AT;Avaí;28;1994;3.7;0;0;0;3;6;0;5;4;5;0.0;0.0;0;14.0;3.0;9.0;25.0;0;1;0;0;Ataque
178;179;Edenílson;br BRA;LT;Internacional;32;1989;24.3;3;0;0;18;23;1;62;15;22;1.0;0.0;0;132.0;14.0;29.0;32.6;0;0;1;0;Defesa
179;180;Eder;br BRA;ZG;América (MG);27;1995;30.7;6;0;0;42;8;0;1;50;13;0.0;0.0;1;153.0;83.0;52.0;61.5;0;0;0;1;Defesa
180;181;Éder;it ITA;ATLT;São Paulo;35;1986;7.4;4;0;0;8;10;9;11;1;5;1.0;0.0;0;18.0;10.0;16.0;38.5;0;1;1;0;Ataque
181;182;Edinho;br BRA;LT;Juventude;28;1994;4.1;0;0;0;4;7;0;20;1;0;;;0;;;;;0;0;1;0;Defesa
182;183;Edson;br BRA;LTZG;Atl Goianiense;24;1998;8.3;6;0;0;16;23;0;15;9;12;0.0;0.0;0;54.0;6.0;8.0;42.9;0;0;1;1;Defesa
183;184;Edson;br BRA;ZGLT;Atl Goianiense;31;1991;15.8;5;0;0;12;16;1;1;27;15;1.0;1.0;0;86.0;35.0;26.0;57.4;0;0;1;1;Defesa
184;185;Carlos Eduardo;br BRA;LT;Botafogo (RJ);33;1989;12.2;3;0;0;21;28;0;11;10;10;0.0;0.0;0;56.0;16.0;18.0;47.1;0;0;1;0;Defesa
185;186;Carlos Eduardo;br BRA;ATLT;Bragantino;26;1996;9.3;4;0;0;29;25;5;15;5;8;1.0;0.0;0;33.0;10.0;25.0;28.6;0;1;1;0;Ataque
186;187;Elton;br BRA;LT;Juventude;32;1990;12.9;5;0;0;25;9;1;0;20;18;0.0;0.0;0;71.0;15.0;11.0;57.7;0;0;1;0;Defesa
187;188;Leandro Emmanuel Martínez;ar ARG;LT;América (MG);28;1994;2.9;1;0;0;3;6;0;19;3;6;0.0;0.0;0;15.0;0.0;1.0;0.0;0;0;1;0;Defesa
188;189;Alan Empereur;br BRA;ZG;Cuiabá;28;1994;22.7;8;1;1;18;22;1;6;36;8;0.0;0.0;0;92.0;33.0;22.0;60.0;0;0;0;1;Defesa
189;190;Endrick;br BRA;AT;Palmeiras;16;2006;2.0;0;0;0;6;3;2;1;0;3;0.0;0.0;0;4.0;0.0;3.0;0.0;0;1;0;0;Ataque
190;191;Erick;br BRA;LT;Atl Paranaense;24;1997;18.9;1;0;0;29;12;0;5;29;24;0.0;0.0;0;89.0;31.0;23.0;57.4;0;0;1;0;Defesa
191;192;Erick;br BRA;ATLT;Ceará;24;1997;10.6;3;0;0;12;32;5;53;5;4;0.0;0.0;0;55.0;5.0;8.0;38.5;0;1;1;0;Ataque
192;193;Erison;br BRA;AT;Botafogo (RJ);23;1999;16.5;2;0;0;29;25;13;10;1;3;0.0;0.0;0;26.0;26.0;80.0;24.5;0;1;0;0;Ataque
193;194;Estevão;br BRA;ATLT;Internacional;20;2002;1.1;0;0;0;1;3;0;0;1;1;0.0;0.0;0;6.0;2.0;3.0;40.0;0;1;1;0;Ataque
194;195;Lucas Evangelista;br BRA;LT;Bragantino;27;1995;27.0;2;1;0;37;55;2;27;25;33;0.0;0.0;0;145.0;60.0;53.0;53.1;0;0;1;0;Defesa
195;196;Everaldo;br BRA;LTAT;América (MG);28;1994;19.0;5;0;0;29;48;5;98;15;16;0.0;0.0;0;90.0;5.0;16.0;23.8;0;1;1;0;Ataque
196;197;Éverson;br BRA;G;Atlético Mineiro;32;1990;35.0;4;0;0;0;2;0;0;0;0;0.0;0.0;0;39.0;5.0;1.0;83.3;1;0;0;0;Defesa
197;198;Éverton;br BRA;LTAT;Cuiabá;33;1988;4.4;2;0;0;12;13;1;9;4;6;0.0;0.0;0;30.0;5.0;9.0;35.7;0;1;1;0;Ataque
198;199;Fabinho;br BRA;LT;Palmeiras;20;2002;0.8;1;0;0;4;0;0;0;2;3;0.0;0.0;0;6.0;0.0;0.0;;0;0;1;0;Defesa
199;200;Fábio;br BRA;ATLT;Atlético Mineiro;25;1997;1.5;0;0;0;1;1;0;0;0;1;0.0;0.0;0;6.0;4.0;9.0;30.8;0;1;1;0;Ataque
200;201;Fábio;br BRA;G;Fluminense;42;1980;36.0;2;0;0;0;4;0;0;0;1;0.0;0.0;0;27.0;14.0;0.0;100.0;1;0;0;0;Defesa
201;202;Fabrício;br BRA;ATLT;Coritiba;25;1997;15.2;2;0;0;15;39;1;22;6;18;0.0;0.0;0;67.0;5.0;30.0;14.3;0;1;1;0;Ataque
202;203;Fagner;br BRA;ZG;Corinthians;33;1989;9.0;3;0;0;13;7;2;46;9;19;0.0;0.0;0;42.0;7.0;8.0;46.7;0;0;0;1;Defesa
203;204;Willian Farias;br BRA;LT;Coritiba;33;1989;17.6;6;0;0;11;25;0;2;19;21;0.0;0.0;0;99.0;16.0;9.0;64.0;0;0;1;0;Defesa
204;205;Lucas Fasson;br BRA;ZG;Atl Paranaense;21;2001;0.8;0;0;0;0;0;0;0;1;0;0.0;0.0;0;7.0;1.0;1.0;50.0;0;0;0;1;Defesa
205;206;Felipe;br BRA;LT;Fortaleza;28;1994;9.8;2;1;0;12;13;0;3;13;7;0.0;0.0;0;56.0;15.0;8.0;65.2;0;0;1;0;Defesa
206;207;Luis Felipe;br BRA;ZG;Santos;29;1993;9.9;3;0;0;12;4;1;0;18;8;;;1;;;;;0;0;0;1;Defesa
207;208;Matheus Felipe;br BRA;ZG;Atl Paranaense;24;1998;17.8;3;0;0;15;5;0;1;14;15;0.0;0.0;0;63.0;25.0;17.0;59.5;0;0;0;1;Defesa
208;209;Lucas Fernandes;br BRA;LT;Botafogo (RJ);25;1997;16.8;3;0;0;25;25;0;60;6;10;0.0;0.0;0;83.0;9.0;13.0;40.9;0;0;1;0;Defesa
209;210;Matheus Fernandes;br BRA;LT;Atl Paranaense;24;1998;7.6;2;0;0;14;3;0;1;9;13;0.0;0.0;0;55.0;6.0;4.0;60.0;0;0;1;0;Defesa
210;211;Gatito Fernández;py PAR;G;Botafogo (RJ);34;1988;31.2;1;0;0;0;6;0;0;2;1;0.0;0.0;0;28.0;5.0;0.0;100.0;1;0;0;0;Defesa
211;212;Ignacio Fernández;ar ARG;LTAT;Atlético Mineiro;32;1990;22.7;6;0;0;20;55;3;149;20;24;2.0;0.0;0;131.0;6.0;18.0;25.0;0;1;1;0;Ataque
212;213;Rodrigo Fernández;uy URU;LT;Santos;26;1996;23.7;13;0;0;76;25;0;16;17;49;0.0;2.0;0;192.0;26.0;15.0;63.4;0;0;1;0;Defesa
213;214;Fernandinho;br BRA;LT;Atl Paranaense;37;1985;8.8;5;0;0;21;14;1;9;10;5;0.0;0.0;0;59.0;14.0;19.0;42.4;0;0;1;0;Defesa
214;215;Derick Fernando;br BRA;ZG;Santos;20;2002;0.2;0;0;0;0;0;0;0;0;0;0.0;0.0;0;2.0;0.0;0.0;;0;0;0;1;Defesa
215;216;Luiz Fernando;br BRA;ATLT;Atl Goianiense;26;1996;18.5;7;2;1;26;37;12;25;11;10;0.0;0.0;0;98.0;26.0;37.0;41.3;0;1;1;0;Ataque
216;217;Nahuel Ferraresi;ve VEN;ZG;São Paulo;23;1998;6.9;1;1;0;7;9;0;0;11;11;0.0;1.0;0;34.0;13.0;3.0;81.3;0;0;0;1;Defesa
217;218;Luiz Filipe;br BRA;LTAT;Goiás;21;2001;0.4;1;0;0;1;2;0;1;0;1;1.0;0.0;0;2.0;0.0;0.0;;0;1;1;0;Ataque
218;219;Flávio;br BRA;LT;América (MG);22;2000;0.3;0;0;0;1;1;0;1;2;2;0.0;0.0;0;1.0;1.0;0.0;100.0;0;0;1;0;Defesa
219;220;Rafael Forster;br BRA;ZG;Juventude;32;1990;18.1;1;0;0;15;14;0;7;26;18;0.0;0.0;0;116.0;36.0;32.0;52.9;0;0;0;1;Defesa
220;221;Matheus França;br BRA;ATLT;Flamengo;18;2004;6.6;1;0;0;13;4;0;8;3;5;0.0;0.0;0;26.0;11.0;14.0;44.0;0;1;1;0;Ataque
221;222;Fred;br BRA;ATLT;Fluminense;39;1983;1.4;1;0;0;2;0;0;1;0;0;0.0;0.0;0;1.0;3.0;4.0;42.9;0;1;1;0;Ataque
222;223;Marlon Freitas;br BRA;LT;Atl Goianiense;27;1995;26.0;2;0;0;16;5;2;23;27;28;0.0;0.0;1;155.0;16.0;17.0;48.5;0;0;1;0;Defesa
223;224;Douglas Friedrich;br BRA;G;Avaí;33;1988;10.4;1;1;0;1;2;0;0;0;0;0.0;0.0;0;8.0;6.0;0.0;100.0;1;0;0;0;Defesa
224;225;Gabriel;br BRA;LT;São Paulo;23;1999;0.5;0;0;0;2;1;0;1;0;0;0.0;0.0;0;1.0;0.0;1.0;0.0;0;0;1;0;Defesa
225;226;Gabriel;br BRA;LT;Internacional;30;1992;23.8;2;0;0;45;26;0;8;44;58;0.0;0.0;0;162.0;17.0;16.0;51.5;0;0;1;0;Defesa
226;227;Gabriel;br BRA;G;Coritiba;30;1992;11.0;1;0;0;1;1;0;0;0;0;0.0;1.0;0;11.0;3.0;1.0;75.0;1;0;0;0;Defesa
227;228;Gabriel;br BRA;LT;Botafogo (RJ);29;1993;7.3;2;0;0;12;8;0;9;15;9;0.0;1.0;0;37.0;15.0;6.0;71.4;0;0;1;0;Defesa
228;229;Eduardo Gabriel;br BRA;ZG;Santos;26;1996;32.0;6;0;0;11;33;1;0;49;16;1.0;0.0;0;114.0;79.0;57.0;58.1;0;0;0;1;Defesa
229;230;Luiz Gabriel;br BRA;ATLT;Coritiba;20;2002;1.0;1;0;0;1;4;0;0;3;3;0.0;0.0;0;4.0;0.0;2.0;0.0;0;1;1;0;Ataque
230;231;Marquinhos Gabriel;br BRA;LTAT;Goiás;32;1990;7.3;1;0;0;6;15;2;18;1;5;0.0;0.0;0;35.0;5.0;6.0;45.5;0;1;1;0;Ataque
231;232;Vitor Gabriel;br BRA;ATLT;Juventude;22;2000;7.6;6;0;0;28;11;3;3;0;2;0.0;0.0;0;25.0;31.0;38.0;44.9;0;1;1;0;Ataque
232;233;Matías Galarza;py PAR;LT;Coritiba;20;2002;6.7;4;0;0;26;15;0;10;13;9;0.0;0.0;0;53.0;3.0;11.0;21.4;0;0;1;0;Defesa
233;234;Matheus Galdezani;br BRA;LT;Avaí;30;1992;3.2;3;0;0;10;4;0;4;6;8;0.0;0.0;0;16.0;1.0;5.0;16.7;0;0;1;0;Defesa
234;235;Thiago Galhardo;br BRA;ATLT;Fortaleza;33;1989;13.8;5;0;0;14;20;2;10;5;7;1.0;0.0;0;42.0;35.0;46.0;43.2;0;1;1;0;Ataque
235;236;Giuliano Galoppo;ar ARG;LT;São Paulo;23;1999;7.1;1;0;0;13;6;0;7;3;10;0.0;0.0;0;32.0;13.0;11.0;54.2;0;0;1;0;Defesa
236;237;Léo Gamalho;br BRA;AT;Coritiba;36;1986;17.4;2;0;0;23;34;6;6;0;6;1.0;0.0;0;33.0;62.0;62.0;50.0;0;1;0;0;Ataque
237;238;Ganso;br BRA;LTAT;Fluminense;33;1989;26.6;6;0;0;28;46;0;59;9;23;1.0;0.0;0;121.0;8.0;25.0;24.2;0;1;1;0;Ataque
238;239;García;br BRA;ZGLT;Palmeiras;20;2002;1.1;1;0;0;0;1;0;1;2;0;0.0;0.0;0;4.0;3.0;1.0;75.0;0;0;1;1;Defesa
239;240;Bryan García;ec ECU;LT;Atl Paranaense;21;2001;3.0;2;0;0;4;4;0;1;2;4;0.0;0.0;0;28.0;0.0;4.0;0.0;0;0;1;0;Defesa
240;241;Luan Garcia;br BRA;ZG;Palmeiras;29;1993;12.6;2;0;0;20;9;1;1;22;4;0.0;0.0;1;53.0;19.0;11.0;63.3;0;0;0;1;Defesa
241;242;Gaspar;br BRA;AT;Avaí;20;2002;0.1;0;0;0;0;0;0;0;0;0;0.0;0.0;0;2.0;0.0;0.0;;0;1;0;0;Ataque
242;243;Rafael Gava;br BRA;LT;Cuiabá;29;1993;21.2;2;0;0;28;22;3;160;15;16;0.0;0.0;0;120.0;21.0;23.0;47.7;0;0;1;0;Defesa
243;244;Lucas Gazal;br BRA;ZG;Atl Goianiense;23;1999;12.5;1;1;0;18;2;1;3;13;3;0.0;0.0;0;45.0;28.0;16.0;63.6;0;0;0;1;Defesa
244;245;Geovane;br BRA;LT;Ceará;23;1999;5.3;4;0;0;18;11;0;3;5;3;0.0;0.0;0;32.0;3.0;7.0;30.0;0;0;1;0;Defesa
245;246;Gil;br BRA;ZG;Corinthians;35;1987;21.7;4;0;0;13;7;3;0;29;12;0.0;1.0;0;112.0;60.0;22.0;73.2;0;0;0;1;Defesa
246;247;Giovane;br BRA;ATZG;Corinthians;18;2003;3.1;2;0;0;8;4;1;6;1;2;1.0;0.0;0;7.0;5.0;10.0;33.3;0;1;0;1;Ataque
247;248;Giovani;br BRA;AT;Palmeiras;18;2004;0.2;0;0;0;0;1;0;2;0;0;0.0;0.0;0;2.0;0.0;1.0;0.0;0;1;0;0;Ataque
248;249;Glédson;br BRA;G;Avaí;39;1983;4.0;2;0;0;0;3;0;0;0;0;0.0;0.0;0;3.0;0.0;1.0;0.0;1;0;0;0;Defesa
249;250;Diego Godín;uy URU;ZG;Atlético Mineiro;36;1986;1.0;0;0;0;2;2;0;0;2;2;0.0;0.0;0;6.0;3.0;3.0;50.0;0;0;0;1;Defesa
250;251;Bruno Gomes;br BRA;LT;Coritiba;21;2001;15.6;2;0;0;28;47;0;19;23;20;0.0;0.0;0;90.0;7.0;13.0;35.0;0;0;1;0;Defesa
251;252;Igor Gomes;br BRA;LT;São Paulo;23;1999;21.9;5;1;1;34;26;3;62;18;13;0.0;0.0;0;110.0;31.0;22.0;58.5;0;0;1;0;Defesa
252;253;Igor Gomes;br BRA;ZG;Internacional;21;2001;1.2;0;0;0;1;2;0;1;1;0;0.0;1.0;0;5.0;0.0;1.0;0.0;0;0;0;1;Defesa
253;254;João Gomes;br BRA;LT;Flamengo;21;2001;19.0;7;0;0;49;47;0;7;22;51;0.0;0.0;0;126.0;10.0;16.0;38.5;0;0;1;0;Defesa
254;255;Gustavo Gómez;py PAR;ZG;Palmeiras;29;1993;29.0;8;0;0;31;19;7;12;48;21;0.0;1.0;0;139.0;98.0;67.0;59.4;0;0;0;1;Defesa
255;256;Aloísio dos Santos Gonçalves;cn CHN;ATLT;América (MG);34;1988;10.5;4;0;0;37;18;10;6;4;8;0.0;0.0;0;30.0;8.0;27.0;22.9;0;1;1;0;Ataque
256;257;Diego Gonçalves;br BRA;AT;Botafogo (RJ);28;1994;5.4;2;0;0;8;7;2;22;2;3;0.0;0.0;0;23.0;11.0;12.0;47.8;0;1;0;0;Ataque
257;258;Matheus Gonçalves;br BRA;AT;Flamengo;17;2005;0.3;0;0;0;0;0;1;1;0;0;0.0;0.0;0;5.0;0.0;0.0;;0;1;0;0;Ataque
258;259;Ricardo Goulart;br BRA;LTAT;Santos;31;1991;4.5;2;0;0;6;8;0;6;1;3;0.0;0.0;0;17.0;8.0;6.0;57.1;0;1;1;0;Ataque
259;260;Daniel Guedes;br BRA;ZGLT;Cuiabá;28;1994;8.8;4;0;0;12;5;3;85;15;9;0.0;0.0;0;36.0;7.0;10.0;41.2;0;0;1;1;Defesa
260;261;Roger Guedes;br BRA;AT;Corinthians;26;1996;26.5;4;0;0;14;52;10;15;3;3;0.0;0.0;0;80.0;31.0;35.0;47.0;0;1;0;0;Ataque
261;262;Paolo Guerrero;pe PER;AT;Avaí;38;1984;4.8;2;0;0;11;8;2;2;1;0;0.0;0.0;0;18.0;19.0;22.0;46.3;0;1;0;0;Ataque
262;263;Guga;br BRA;ZG;Atlético Mineiro;24;1998;18.5;1;0;0;19;22;1;78;26;35;0.0;0.0;0;89.0;14.0;21.0;40.0;0;0;0;1;Defesa
263;264;Marcos Guilherme;br BRA;ATLT;São Paulo;27;1995;6.2;1;0;0;4;5;1;8;2;2;0.0;0.0;0;21.0;1.0;4.0;20.0;0;1;1;0;Ataque
264;265;Marcos Guilherme;br BRA;LT;Santos;27;1995;0.3;0;0;0;1;0;0;1;0;1;0.0;0.0;0;3.0;2.0;0.0;100.0;0;0;1;0;Defesa
265;266;Gustavinho;br BRA;LT;América (MG);21;2001;4.3;2;0;0;7;12;0;14;4;9;0.0;0.0;0;21.0;4.0;7.0;36.4;0;0;1;0;Defesa
266;267;Habraão;br BRA;ZG;Fortaleza;21;2001;2.4;0;0;0;6;4;0;0;1;2;0.0;1.0;0;8.0;11.0;8.0;57.9;0;0;0;1;Defesa
267;268;Lucas Halter;br BRA;ZG;Atl Paranaense;22;2000;1.1;1;0;0;3;1;0;0;2;0;0.0;0.0;0;5.0;0.0;0.0;;0;0;0;1;Defesa
268;269;Lucas Halter;br BRA;ZG;Goiás;22;2000;9.9;2;0;0;7;1;0;2;8;6;0.0;0.0;0;29.0;13.0;12.0;52.0;0;0;0;1;Defesa
269;270;Hayner;br BRA;ZG;Atl Goianiense;27;1995;15.3;8;1;0;28;33;6;70;22;10;1.0;0.0;0;54.0;18.0;19.0;48.6;0;0;0;1;Defesa
270;271;Heitor;br BRA;ZG;Internacional;22;2000;4.4;2;0;0;2;1;0;13;9;13;0.0;0.0;0;17.0;2.0;1.0;66.7;0;0;0;1;Defesa
271;272;Thiago Heleno;br BRA;ZG;Atl Paranaense;34;1988;11.7;4;1;0;11;4;0;1;23;5;0.0;0.0;0;55.0;16.0;18.0;47.1;0;0;0;1;Defesa
272;273;Helinho;br BRA;ATLT;Bragantino;22;2000;19.0;8;0;0;36;21;4;69;19;15;0.0;0.0;0;108.0;9.0;17.0;34.6;0;1;1;0;Ataque
273;274;Henrique;br BRA;ZG;Coritiba;36;1986;16.9;5;1;0;14;4;1;3;20;12;0.0;2.0;1;65.0;20.0;22.0;47.6;0;0;0;1;Defesa
274;275;Arthur Henrique;br BRA;ZG;Atl Goianiense;28;1994;10.7;0;1;0;14;10;0;27;16;19;0.0;0.0;0;57.0;11.0;10.0;52.4;0;0;0;1;Defesa
275;276;Bruno Henrique;br BRA;ATLT;Flamengo;31;1990;6.8;3;0;0;11;20;8;11;4;8;0.0;0.0;0;28.0;13.0;11.0;54.2;0;1;1;0;Ataque
276;277;Gustavo Henrique;br BRA;ZG;Flamengo;29;1993;3.8;0;0;0;5;0;0;0;5;3;0.0;0.0;0;11.0;13.0;2.0;86.7;0;0;0;1;Defesa
277;278;Luis Henrique;br BRA;ATLT;Botafogo (RJ);20;2001;2.7;1;0;0;3;3;2;5;3;1;0.0;0.0;0;17.0;2.0;0.0;100.0;0;1;1;0;Ataque
278;279;Luiz Henrique;br BRA;ATLT;Fluminense;21;2001;11.7;0;0;0;18;21;2;21;9;19;0.0;0.0;0;64.0;19.0;27.0;41.3;0;1;1;0;Ataque
279;280;Paulo Henrique;br BRA;ZGLT;Juventude;26;1996;15.7;2;0;0;30;13;3;90;11;24;0.0;1.0;0;122.0;17.0;16.0;51.5;0;0;1;1;Defesa
280;281;Pedro Henrique;br BRA;ZG;Atl Paranaense;27;1995;24.8;7;0;0;20;22;0;3;42;24;0.0;0.0;0;121.0;69.0;35.0;66.3;0;0;0;1;Defesa
281;282;Pedro Henrique;br BRA;ATLT;Internacional;32;1990;17.5;6;0;0;41;45;17;80;9;20;1.0;0.0;0;59.0;26.0;26.0;50.0;0;1;1;0;Ataque
282;283;Hércules;br BRA;LT;Fortaleza;22;2000;13.5;1;0;0;17;11;1;13;8;14;0.0;0.0;0;94.0;12.0;9.0;57.1;0;0;1;0;Defesa
283;284;Nicolás Hernández;co COL;ZG;Atl Paranaense;24;1998;17.8;3;0;0;17;5;0;1;21;17;0.0;0.0;1;69.0;17.0;25.0;40.5;0;0;0;1;Defesa
284;285;Hugo;br BRA;ZGLT;Goiás;25;1997;7.0;3;0;0;10;6;1;18;12;11;0.0;0.0;0;43.0;13.0;8.0;61.9;0;0;1;1;Defesa
285;286;Hugo;br BRA;ATLT;Coritiba;23;1999;3.9;0;0;0;6;12;1;9;1;5;0.0;0.0;0;23.0;8.0;6.0;57.1;0;1;1;0;Ataque
286;287;Hugo;br BRA;ZGLT;Botafogo (RJ);21;2001;11.5;2;1;0;14;12;0;34;19;17;0.0;0.0;0;56.0;13.0;14.0;48.1;0;0;1;1;Defesa
287;288;Victor Hugo;br BRA;LT;Flamengo;18;2004;13.2;1;0;0;6;12;1;13;11;8;0.0;0.0;0;56.0;16.0;32.0;33.3;0;0;1;0;Defesa
288;289;Vitor Hugo;br BRA;AT;Goiás;18;2004;0.0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;;0;1;0;0;Ataque
289;290;Hulk;br BRA;AT;Atlético Mineiro;36;1986;23.2;6;0;0;35;59;15;43;3;6;0.0;0.0;0;49.0;17.0;42.0;28.8;0;1;0;0;Ataque
290;291;José Hurtado;ec ECU;ZG;Bragantino;20;2001;6.6;1;0;0;8;4;1;33;5;11;0.0;1.0;0;31.0;11.0;11.0;50.0;0;0;0;1;Defesa
291;292;Hyoran;br BRA;LT;Bragantino;29;1993;14.2;1;0;0;17;14;1;73;10;16;0.0;0.0;0;60.0;7.0;12.0;36.8;0;0;1;0;Defesa
292;293;Igor;br BRA;LTAT;Flamengo;19;2003;0.3;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;;0;1;1;0;Ataque
293;294;Mauricio Isla;cl CHI;ZG;Flamengo;34;1988;3.8;0;0;0;3;2;0;13;6;3;0.0;1.0;0;19.0;7.0;8.0;46.7;0;0;0;1;Defesa
294;295;Jadsom;br BRA;LT;Bragantino;21;2001;12.2;6;0;0;23;6;0;3;30;16;0.0;0.0;0;88.0;6.0;6.0;50.0;0;0;1;0;Defesa
295;296;Jadson;br BRA;LT;Juventude;29;1993;28.1;8;1;0;38;48;1;31;22;44;0.0;0.0;0;176.0;7.0;18.0;28.0;0;0;1;0;Defesa
296;297;Jailson;br BRA;G;América (MG);41;1981;12.0;1;0;0;0;0;0;0;0;0;0.0;0.0;0;9.0;0.0;0.0;;1;0;0;0;Defesa
297;298;Jair;br BRA;LT;Atlético Mineiro;28;1994;21.1;5;0;0;40;28;0;11;29;38;0.0;1.0;0;115.0;31.0;22.0;58.5;0;0;1;0;Defesa
