Rk;Player;Nation;Pos;Squad;Age;Born;90s;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;Int;TklW;PKwon;PKcon;OG;Recov;Won;Lost
139;Thomas Delaney;dkDEN;MF;Sevilla;29;1991;17.2;4;1;1;26;21;1;14;13;24;0.0;0.0;0;82.0;55.0;35.0
140;Ousmane Dembélé;frFRA;FW;Barcelona;24;1997;15.7;3;0;0;11;17;4;144;8;16;0.0;0.0;0;63.0;4.0;5.0
141;Yusuf Demir;atAUT;FW;Barcelona;18;2003;2.1;0;0;0;0;4;0;2;2;1;0.0;0.0;0;9.0;0.0;0.0
142;Sergiño Dest;usUSA;DF,FW;Barcelona;20;2000;16.8;2;0;0;17;19;1;59;2;15;0.0;0.0;0;93.0;7.0;13.0
143;Boulaye Dia;snSEN;FW;Villarreal;24;1996;14.1;3;0;0;23;13;7;1;5;6;0.0;0.0;0;36.0;31.0;35.0
144;Mouctar Diakhaby;gnGUI;DF;Valencia;24;1996;21.6;11;0;0;26;16;1;5;30;24;0.0;1.0;2;144.0;33.0;29.0
145;Javier Díaz;esESP;GK;Sevilla;24;1997;1.0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;2.0;0.0;0.0
146;Víctor Díaz;esESP;DF;Granada;33;1988;16.7;5;0;0;15;4;0;13;17;15;0.0;0.0;0;71.0;29.0;31.0
147;Landry Dimata;beBEL;FW,MF;Espanyol;23;1997;6.0;0;0;0;14;20;3;0;1;2;0.0;0.0;0;14.0;17.0;24.0
148;Stole Dimitrievski;mkMKD;GK;Rayo Vallecano;27;1993;30.8;0;0;0;0;6;0;0;1;0;0.0;0.0;0;24.0;11.0;2.0
149;Matías Dituro;arARG;GK;Celta Vigo;34;1987;38.0;1;0;0;1;3;0;0;0;0;0.0;0.0;0;51.0;8.0;0.0
150;Djené;tgTOG;DF;Getafe;29;1991;34.6;11;1;0;47;36;1;22;59;26;0.0;2.0;0;222.0;52.0;31.0
151;Naïs Djouahra;frFRA;FW,MF;Real Sociedad;21;1999;2.4;0;0;0;3;2;1;15;2;3;0.0;0.0;0;14.0;2.0;2.0
152;Marko Dmitrović;rsSRB;GK;Sevilla;29;1992;6.0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;18.0;1.0;0.0
153;Jaume Doménech;esESP;GK;Valencia;30;1990;3.8;1;0;0;0;0;0;0;0;0;0.0;0.0;0;5.0;0.0;0.0
154;Carlos Dominguez;esESP;DF;Celta Vigo;20;2001;3.8;1;0;0;3;4;0;0;4;1;0.0;1.0;0;21.0;10.0;6.0
155;Mario Dominguez;esESP;FW;Valencia;17;2004;0.3;0;0;0;1;0;0;0;0;0;0.0;0.0;0;1.0;0.0;2.0
156;John Donald;esESP;DF;Elche;20;2000;2.0;0;0;0;2;0;0;0;3;4;0.0;0.0;0;12.0;2.0;4.0
157;Domingos Duarte;ptPOR;DF;Granada;26;1995;18.7;7;1;0;24;15;0;1;22;14;0.0;3.0;0;93.0;39.0;23.0
158;Óscar Duarte;crCRC;DF;Levante;32;1989;19.7;5;0;0;26;4;2;0;24;8;0.0;0.0;0;98.0;67.0;35.0
159;Rubén Duarte;esESP;DF;Alavés;25;1995;29.1;12;1;1;45;40;2;119;57;47;1.0;1.0;0;163.0;54.0;37.0
160;Unai Dufur;esESP;DF;Osasuna;22;1999;1.0;0;0;0;1;0;0;0;4;0;0.0;0.0;0;8.0;2.0;2.0
161;Hugo Duro;esESP;DF,MF;Getafe;21;1999;0.1;0;0;0;1;1;0;0;0;0;0.0;0.0;0;1.0;2.0;1.0
162;Hugo Duro;esESP;FW,MF;Valencia;21;1999;20.4;3;1;1;29;44;7;12;4;19;2.0;1.0;0;64.0;39.0;68.0
163;Aritz Elustondo;esESP;DF;Real Sociedad;27;1994;23.4;3;1;0;18;22;2;5;29;14;0.0;1.0;0;123.0;54.0;23.0
164;Adri Embarba;esESP;FW,MF;Espanyol;29;1992;22.1;4;0;0;30;43;7;192;19;29;0.0;0.0;0;108.0;17.0;31.0
165;Emerson;brBRA;DF;Barcelona;22;1999;1.0;0;0;0;3;3;0;2;2;3;0.0;0.0;0;2.0;0.0;1.0
166;Youssef En-Nesyri;maMAR;FW;Sevilla;24;1997;14.2;1;0;0;11;10;18;5;4;5;1.0;0.0;0;28.0;45.0;51.0
